126,Lionel Messi has won a record-breaking seventh France Football Magazine Ballon D’OR at the 2021 awards ceremony.,Friday Debate: Is Lionel Messi a worthy winner of 2021 Ballon D'OR?,Friday Debate: Is Lionel Messi a worthy winner of 2021 Ballon D'OR?.Lionel Messi has won a record-breaking seventh France Football Magazine Ballon D’OR at the 2021 awards ceremony.
127,"Angel Di Maria and Lionel Messi are close friends off the pitch and have formed a fine connection on the pitch with the Argentine national team, yet the Paris Saint-Germain winger",Angel Di Maria: I was very close to joining Barcelona to play alongside Messi,"Angel Di Maria: I was very close to joining Barcelona to play alongside Messi.Angel Di Maria and Lionel Messi are close friends off the pitch and have formed a fine connection on the pitch with the Argentine national team, yet the Paris Saint-Germain winger"
128,Barcelona president Joan Laporta has debunked reports circulating in the media that he asked Lionel Messi to play for free.,Barcelona supremo denies asking Lionel Messi to play for free,Barcelona supremo denies asking Lionel Messi to play for free.Barcelona president Joan Laporta has debunked reports circulating in the media that he asked Lionel Messi to play for free.
129,"Barcelona boss Xavi Hernandez has described Lionel Messi’s seventh Ballon d’Or win as ""total justice"". Xavi was Messi’s team-mate at the Nou Camp until the Catalan departed for Al Sadd in 2015. In their time together,","Ballon d'Or 2021 - Lionel Messi's seventh win ""total justice"" according to Barcelona boss Xavi Hernandez","Ballon d'Or 2021 - Lionel Messi's seventh win ""total justice"" according to Barcelona boss Xavi Hernandez.Barcelona boss Xavi Hernandez has described Lionel Messi’s seventh Ballon d’Or win as ""total justice"". Xavi was Messi’s team-mate at the Nou Camp until the Catalan departed for Al Sadd in 2015. In their time together,"
130,"Lionel Messi's former Barcelona teammate Luis Suarez has admitted that the Argentine superstar is ""suffering"" at Paris Saint-Germain after the two spoke about his situation","Luis Suarez admits Lionel Messi is ""suffering"" at PSG after private chat","Luis Suarez admits Lionel Messi is ""suffering"" at PSG after private chat.Lionel Messi's former Barcelona teammate Luis Suarez has admitted that the Argentine superstar is ""suffering"" at Paris Saint-Germain after the two spoke about his situation"
131,LIONEL MESSI’S week may be going from boom to doom after his £26m hotel was reportedly ordered to be demolished. Paris Saint-Germain’s Argentine legend was celebrating on Monday when he lifted the,Lionel Messi ‘ordered to DEMOLISH his £26m Barcelona hotel as 77-bedroom building doesn’t meet city standards’,Lionel Messi ‘ordered to DEMOLISH his £26m Barcelona hotel as 77-bedroom building doesn’t meet city standards’.LIONEL MESSI’S week may be going from boom to doom after his £26m hotel was reportedly ordered to be demolished. Paris Saint-Germain’s Argentine legend was celebrating on Monday when he lifted the
132,Will Lionel Messi's confession result in Robert Lewandowski receiving the 2020 Ballon d'Or trophy retroactively? Messi greeted Bayern Munich and Poland star,Lionel Messi’s proposal to award the Ballon d’Or to Robert Lewandowski has prompted a response from the Ballon d’Or organizers,Lionel Messi’s proposal to award the Ballon d’Or to Robert Lewandowski has prompted a response from the Ballon d’Or organizers.Will Lionel Messi's confession result in Robert Lewandowski receiving the 2020 Ballon d'Or trophy retroactively? Messi greeted Bayern Munich and Poland star
133,LIONEL MESSI’S week may be going from boom to doom after his £26m hotel was reportedly ordered to be demolished. Paris Saint-Germain’s Argentine legend was celebrating on Monday when he lifted the,Lionel Messi ‘ordered to DEMOLISH his £26m Barcelona hotel because 77-bedroom building doesn’t meet city standards’,Lionel Messi ‘ordered to DEMOLISH his £26m Barcelona hotel because 77-bedroom building doesn’t meet city standards’.LIONEL MESSI’S week may be going from boom to doom after his £26m hotel was reportedly ordered to be demolished. Paris Saint-Germain’s Argentine legend was celebrating on Monday when he lifted the
134,Lionel Messi is arguably one of the best footballers to ever step foot on the soccer field. Lionel Messi is Argentine by birth who plays as a forward and captains FC Barcelona and Argentina National Team.,Lionel Messi Family,Lionel Messi Family.Lionel Messi is arguably one of the best footballers to ever step foot on the soccer field. Lionel Messi is Argentine by birth who plays as a forward and captains FC Barcelona and Argentina National Team.
135,"Lionel Messi should have the Ballon d'Or every year ahead of Cristiano Ronaldo and others, according to Angel Di Maria.",“He’s insane” - Di Maria insists Lionel Messi should have won Ballon d'Or every year ahead of Cristiano Ronaldo and others,"“He’s insane” - Di Maria insists Lionel Messi should have won Ballon d'Or every year ahead of Cristiano Ronaldo and others.Lionel Messi should have the Ballon d'Or every year ahead of Cristiano Ronaldo and others, according to Angel Di Maria."
136,Lionel Messi’s Ballon d’Or win was one of the most controversial wins in recent history. Ronaldo is among those upset with this winner.,Off the Crossbar: Cristiano Ronaldo supports claims that Lionel Messi “stole” the Ballon d’Or,Off the Crossbar: Cristiano Ronaldo supports claims that Lionel Messi “stole” the Ballon d’Or.Lionel Messi’s Ballon d’Or win was one of the most controversial wins in recent history. Ronaldo is among those upset with this winner.
137,"Argentina icon, Lionel Messi is widely considered to be the greatest player in the history of the sport, with the striker winning numerous professional and individual honours during his career so far, including a record seven Ballon d'Or awards. Messi ...",Lionel Messi's votes for Kopa Trophy have been revealed,"Lionel Messi's votes for Kopa Trophy have been revealed.Argentina icon, Lionel Messi is widely considered to be the greatest player in the history of the sport, with the striker winning numerous professional and individual honours during his career so far, including a record seven Ballon d'Or awards. Messi ..."
138,"The PSG superstar claimed his seventh Ballon d’Or crown on Monday, a few weeks after he clinched the GOAL50 prize. African legend Samuel Eto’o has defended Lionel Messi’s emergence as the winner of the 2021 Ballon d’Or - a record seventh win.",‘Messi Deserves Everything Beautiful In This World’ – Eto’o Reveals His Ballon d’Or Verdict,"‘Messi Deserves Everything Beautiful In This World’ – Eto’o Reveals His Ballon d’Or Verdict.The PSG superstar claimed his seventh Ballon d’Or crown on Monday, a few weeks after he clinched the GOAL50 prize. African legend Samuel Eto’o has defended Lionel Messi’s emergence as the winner of the 2021 Ballon d’Or - a record seventh win."
139,The outcome has been queried by a number of people as Lewandowski scored 23 goals more than Messi in 2021 and won the Bundesliga with Bayern Munich .,Zlatan Ibrahimovic becomes the latest big name to say Robert Lewandowski should have beaten Lionel Messi to win the Ballon d'Or this week,Zlatan Ibrahimovic becomes the latest big name to say Robert Lewandowski should have beaten Lionel Messi to win the Ballon d'Or this week.The outcome has been queried by a number of people as Lewandowski scored 23 goals more than Messi in 2021 and won the Bundesliga with Bayern Munich .
140,"Lionel Messi failed to inspire PSG against Nice on Wednesday. The Parisians could only manage a goalless draw, with the 2021 Ballon d’Or winner scoring only once in eight league games this season.",Samuel Eto’o says Lionel Messi deserves ‘everything beautiful’,"Samuel Eto’o says Lionel Messi deserves ‘everything beautiful’.Lionel Messi failed to inspire PSG against Nice on Wednesday. The Parisians could only manage a goalless draw, with the 2021 Ballon d’Or winner scoring only once in eight league games this season."
141,Lionel Messi showed off his latest Ballon d’Or to Paris Saint-Germain supporters on Wednesday but the Argentinian had a quiet night as the Ligue 1 leaders were held to a 0-0 draw by Nice at the Parc des Princes.,Messi shows off Ballon d’Or as PSG held by Nice,Messi shows off Ballon d’Or as PSG held by Nice.Lionel Messi showed off his latest Ballon d’Or to Paris Saint-Germain supporters on Wednesday but the Argentinian had a quiet night as the Ligue 1 leaders were held to a 0-0 draw by Nice at the Parc des Princes.
142,AC Milan faced Andriy Shevchenko’s Genoa on the road last night as Stefano Pioli’s men looked to bounce back from their two consecutive losses in the league. Milan took the game to Genoa from the first minute and we rewarded by some top notch finishes by Zlatan Ibrahimovic and Junior Messias.,AC Milan Batter Genoa 3-0 As Junior Messias Comes Through With A Brace,AC Milan Batter Genoa 3-0 As Junior Messias Comes Through With A Brace.AC Milan faced Andriy Shevchenko’s Genoa on the road last night as Stefano Pioli’s men looked to bounce back from their two consecutive losses in the league. Milan took the game to Genoa from the first minute and we rewarded by some top notch finishes by Zlatan Ibrahimovic and Junior Messias.
143,ROBERT LEWANDOWSKI could still be awarded a Ballon d’Or prize despite losing out to Lionel Messi this year. The Bayern star was pipped to the prestigious accolade by Messi to the dismay of,Lewandowski could still win Ballon d’Or as even France Football chief admits he voted for Bayern star over Messi,Lewandowski could still win Ballon d’Or as even France Football chief admits he voted for Bayern star over Messi.ROBERT LEWANDOWSKI could still be awarded a Ballon d’Or prize despite losing out to Lionel Messi this year. The Bayern star was pipped to the prestigious accolade by Messi to the dismay of
144,"Juventus manager, Max Allegri, has said Paris Saint-Germain superstar, Lionel Messi, is the best player in the world. Messi picked up his seventh Ballon","Messi is the best player in the world – Juventus manager, Allegri shades Ronaldo","Messi is the best player in the world – Juventus manager, Allegri shades Ronaldo.Juventus manager, Max Allegri, has said Paris Saint-Germain superstar, Lionel Messi, is the best player in the world. Messi picked up his seventh Ballon"
145,"Lionel Messi and Cristiano Ronaldo are past their prime. While that might sound harsh, it's actually the biggest of compliments because to both be competing for the Ballon d'Or when their peak arguably came over a decade ago is simply astonishing.",Lionel Messi vs Cristiano Ronaldo: Who had the better prime season?,"Lionel Messi vs Cristiano Ronaldo: Who had the better prime season?.Lionel Messi and Cristiano Ronaldo are past their prime. While that might sound harsh, it's actually the biggest of compliments because to both be competing for the Ballon d'Or when their peak arguably came over a decade ago is simply astonishing."
146,"The departure of Lionel Messi from Barcelona over the recent summer transfer window was one that sent shockwaves throughout the world of football. While all signs pointed towards Messi re-signing with Barca,",Gerard Pique gets real on Lionel Messi’s Barcelona departure,"Gerard Pique gets real on Lionel Messi’s Barcelona departure.The departure of Lionel Messi from Barcelona over the recent summer transfer window was one that sent shockwaves throughout the world of football. While all signs pointed towards Messi re-signing with Barca,"
147,"The departure of Lionel Messi from Barcelona over the recent summer transfer window was one that sent shockwaves throughout the world of football. While all signs pointed towards Messi re-signing with Barca,",Gerard Pique gets real on Lionel Messi’s Barcelona departure,"Gerard Pique gets real on Lionel Messi’s Barcelona departure.The departure of Lionel Messi from Barcelona over the recent summer transfer window was one that sent shockwaves throughout the world of football. While all signs pointed towards Messi re-signing with Barca,"
148,"The departure of Lionel Messi from Barcelona over the recent summer transfer window was one that sent shockwaves throughout the world of football. While all signs pointed towards Messi re-signing with Barca,",Gerard Pique gets real on Lionel Messi’s Barcelona departure,"Gerard Pique gets real on Lionel Messi’s Barcelona departure.The departure of Lionel Messi from Barcelona over the recent summer transfer window was one that sent shockwaves throughout the world of football. While all signs pointed towards Messi re-signing with Barca,"
149,"According to reports, Lionel Messi has chosen to hold the display for his 7th Ballon d’Or in Barcelona, instead of Paris Saint-Germain’s (PSG) home-city of Paris.",Lionel Messi set to snub PSG and display 7th Ballon d'Or in Barcelona - Reports,"Lionel Messi set to snub PSG and display 7th Ballon d'Or in Barcelona - Reports.According to reports, Lionel Messi has chosen to hold the display for his 7th Ballon d’Or in Barcelona, instead of Paris Saint-Germain’s (PSG) home-city of Paris."
150,Messi and Ronaldo have been at the pinnacle of the modern game for well over a decade now with both scoring a phenomenal amount of goals and winning almost everything there is to win in football.,Zlatan Ibrahimovic says Brazilian legend Ronaldo is football's greatest of all time and NOT Lionel Messi or Cristiano Ronaldo... although the veteran striker insists his ex ...,Zlatan Ibrahimovic says Brazilian legend Ronaldo is football's greatest of all time and NOT Lionel Messi or Cristiano Ronaldo... although the veteran striker insists his ex ....Messi and Ronaldo have been at the pinnacle of the modern game for well over a decade now with both scoring a phenomenal amount of goals and winning almost everything there is to win in football.
151,"He told betfair: ""He [Messi] deserved the award based on his performances for Argentina as they won the Copa America - a trophy they have coveted for many years - and he was the b","Lionel Messi Deserved Ballon d'Or But Is NOT The Best Ever, Says Rivaldo Whose Named His GOAT","Lionel Messi Deserved Ballon d'Or But Is NOT The Best Ever, Says Rivaldo Whose Named His GOAT.He told betfair: ""He [Messi] deserved the award based on his performances for Argentina as they won the Copa America - a trophy they have coveted for many years - and he was the b"
152,Lionel Messi’s votes for the Kopa Trophy have been revealed with the GOAT unsurprisingly giving his top vote to former Barcelona team-mate Pedri. The 19-year-old scooped the prestigious prize ahead of Borussia Dortmund ’s Jude Bellingham and Bayern Munich ’s Jamal Musiala.,Lionel Messi’s Kopa Trophy votes revealed,Lionel Messi’s Kopa Trophy votes revealed.Lionel Messi’s votes for the Kopa Trophy have been revealed with the GOAT unsurprisingly giving his top vote to former Barcelona team-mate Pedri. The 19-year-old scooped the prestigious prize ahead of Borussia Dortmund ’s Jude Bellingham and Bayern Munich ’s Jamal Musiala.
153,"Jorge Messi, the father of Argentine professional footballer Lionel Messi who plays as a forward for Ligue 1 club Paris Saint-Germainhas responded to critics questioning whether his son deserved","Lionel Messi’s father, Jorge responds to son’s critics after Ballon d’Or win","Lionel Messi’s father, Jorge responds to son’s critics after Ballon d’Or win.Jorge Messi, the father of Argentine professional footballer Lionel Messi who plays as a forward for Ligue 1 club Paris Saint-Germainhas responded to critics questioning whether his son deserved"
154,"More info Lionel Messi had another evening to remember on Monday as he won a staggering seventh Ballon d'Or of his glittering career. The Argentinean star, now at Paris Saint-Germain, fought off competition from the likes of Robert Lewandowski,",Lionel Messi's voting at Ballon d'Or unveiled as his Barcelona past shines through,"Lionel Messi's voting at Ballon d'Or unveiled as his Barcelona past shines through.More info Lionel Messi had another evening to remember on Monday as he won a staggering seventh Ballon d'Or of his glittering career. The Argentinean star, now at Paris Saint-Germain, fought off competition from the likes of Robert Lewandowski,"
155,"Germain’s Argentinian forward Lionel Messi presents his men’s Ballon d’Or award prior to the French L1 football match between Paris-Saint Germain (PSG) and OGC Nice at The Parc des Princes Stadium in Paris o 1,",Messi Shows Off Ballon d’Or To Supporters,"Messi Shows Off Ballon d’Or To Supporters.Germain’s Argentinian forward Lionel Messi presents his men’s Ballon d’Or award prior to the French L1 football match between Paris-Saint Germain (PSG) and OGC Nice at The Parc des Princes Stadium in Paris o 1,"
156,"Lionel Messi’s struggles in front of goal continued during Paris Saint-Germain’s 0-0 draw against Nice on Wednesday night. The 34-year-old, who showed off his record-breaking seventh Ballon d’Or award to the Parc des Princes crowd before kick-off,",Lionel Messi’s Ligue 1 stats are now becoming concerning after another goalless display,"Lionel Messi’s Ligue 1 stats are now becoming concerning after another goalless display.Lionel Messi’s struggles in front of goal continued during Paris Saint-Germain’s 0-0 draw against Nice on Wednesday night. The 34-year-old, who showed off his record-breaking seventh Ballon d’Or award to the Parc des Princes crowd before kick-off,"
157,"The Barcelona starlet, 19, won the Kopa Trophy at the 2021 Ballon d'Or ceremony. He thanked Messi during his victory speech, highlighting their time on and off the pitch. It has now been revealed that the former Barca captain awarded the budding midfielder with three of his votes.","The Three Players Lionel Messi Voted For In The Kopa Trophy, Includes England International","The Three Players Lionel Messi Voted For In The Kopa Trophy, Includes England International.The Barcelona starlet, 19, won the Kopa Trophy at the 2021 Ballon d'Or ceremony. He thanked Messi during his victory speech, highlighting their time on and off the pitch. It has now been revealed that the former Barca captain awarded the budding midfielder with three of his votes."
158,"The three players Paris Saint-Germain star, Lionel Messi, voted for in the 2021 Kopa Trophy have been revealed. According to Diario Sport, Messi voted for",Ballon d’ Or: Three players Messi voted for in Kopa Trophy revealed,"Ballon d’ Or: Three players Messi voted for in Kopa Trophy revealed.The three players Paris Saint-Germain star, Lionel Messi, voted for in the 2021 Kopa Trophy have been revealed. According to Diario Sport, Messi voted for"
159,"Zlatan Ibrahimovic has revealed who he believes is the greatest player of all time, and it is not Lionel Messi or Cristiano Ronaldo. The Swedish superstar singled out another legendary attacking player instead,",Zlatan Ibrahimovic Has Named His GOAT And It’s Not Lionel Messi Or Cristiano Ronaldo,"Zlatan Ibrahimovic Has Named His GOAT And It’s Not Lionel Messi Or Cristiano Ronaldo.Zlatan Ibrahimovic has revealed who he believes is the greatest player of all time, and it is not Lionel Messi or Cristiano Ronaldo. The Swedish superstar singled out another legendary attacking player instead,"
160,Juventus boss Massimiliano Allegri snubs Cristiano Ronaldo saying Ballon d'Or winner Leo Messi is 'technically the best player in the world.' The Argentinean ace won the seventh Ballon d'Or in his career on Monday.,Allegri snubs Cristiano Ronaldo in Ballon d’Or verdict,Allegri snubs Cristiano Ronaldo in Ballon d’Or verdict.Juventus boss Massimiliano Allegri snubs Cristiano Ronaldo saying Ballon d'Or winner Leo Messi is 'technically the best player in the world.' The Argentinean ace won the seventh Ballon d'Or in his career on Monday.
161,"There are a few football players who disagreed with Messi winning his 7th Ballon d'Or including Toni Kroos, Jurgen Klopp, Casillas and now Zlatan Ibrahimovic.",Zlatan Ibrahimovic Names Player Who Deserved Ballon D'Or 2021 Other Than Lionel Messi,"Zlatan Ibrahimovic Names Player Who Deserved Ballon D'Or 2021 Other Than Lionel Messi.There are a few football players who disagreed with Messi winning his 7th Ballon d'Or including Toni Kroos, Jurgen Klopp, Casillas and now Zlatan Ibrahimovic."
162,FORMER Ballon d’Or winner and Brazil icon Rivaldo believes Lionel Messi was a deserved winner for this year’s hotly debated Ballon d’Or. Messi beat Robert Lewandowski to the,"‘He’s in top three’ – Lionel Messi deserved Ballon d’Or award but is NOT best player ever, claims Brazil legend Rivaldo","‘He’s in top three’ – Lionel Messi deserved Ballon d’Or award but is NOT best player ever, claims Brazil legend Rivaldo.FORMER Ballon d’Or winner and Brazil icon Rivaldo believes Lionel Messi was a deserved winner for this year’s hotly debated Ballon d’Or. Messi beat Robert Lewandowski to the"
163,Former Ballon d'Or winner Rivaldo has said Lionel Messi deserved to win the Ballon d'Or 2021. The Argentine won the award for the seventh time.,“Tough to say he already is the best” – Brazil legend Rivaldo feels Lionel Messi cannot be “considered the best ever” yet,“Tough to say he already is the best” – Brazil legend Rivaldo feels Lionel Messi cannot be “considered the best ever” yet.Former Ballon d'Or winner Rivaldo has said Lionel Messi deserved to win the Ballon d'Or 2021. The Argentine won the award for the seventh time.
164,"When Pedri won the Kopa Trophy at the France Football gala he remembered Lionel Messi. “Thanks, Leo, for all you helped me with,&rdquor; said Pedri in his speech. Not just playing to the galleries but a sincere show of affection.",Lionel Messi voted for Pedri in the Kopa Trophy at Ballon d'Or,"Lionel Messi voted for Pedri in the Kopa Trophy at Ballon d'Or.When Pedri won the Kopa Trophy at the France Football gala he remembered Lionel Messi. “Thanks, Leo, for all you helped me with,&rdquor; said Pedri in his speech. Not just playing to the galleries but a sincere show of affection."
165,"Lionel Messi’s struggles in front of goal continued during Paris Saint-Germain’s 0-0 draw against Nice on Wednesday night. The 34-year-old, who showed off his record-breaking seventh Ballon d’Or award to the Parc des Princes crowd before kick-off,",Lionel Messi’s Ligue 1 stats look concerning after goalless performance for PSG vs Nice,"Lionel Messi’s Ligue 1 stats look concerning after goalless performance for PSG vs Nice.Lionel Messi’s struggles in front of goal continued during Paris Saint-Germain’s 0-0 draw against Nice on Wednesday night. The 34-year-old, who showed off his record-breaking seventh Ballon d’Or award to the Parc des Princes crowd before kick-off,"
166,"Lionel Messi's father, Jorge, has appeared to take a swipe at Cristiano Ronaldo after the Man United ace suggested the PSG star did not deserve to Ballon d'Or.",Lionel Messi’s Dad Responds to Claims His Son Did Not Deserve 2021 Ballon d'Or,"Lionel Messi’s Dad Responds to Claims His Son Did Not Deserve 2021 Ballon d'Or.Lionel Messi's father, Jorge, has appeared to take a swipe at Cristiano Ronaldo after the Man United ace suggested the PSG star did not deserve to Ballon d'Or."
167,Former Argentina international Javier Saviola has admitted that Lionel Messi’s absence from the 2022 World Cup would hurt him more than Cristiano Ronaldo missing the showpiece event.,"""It would hurt more if Messi is not there"" - Javier Saviola responds when asked about Cristiano Ronaldo missing the 2022 World Cup","""It would hurt more if Messi is not there"" - Javier Saviola responds when asked about Cristiano Ronaldo missing the 2022 World Cup.Former Argentina international Javier Saviola has admitted that Lionel Messi’s absence from the 2022 World Cup would hurt him more than Cristiano Ronaldo missing the showpiece event."
168,"Cristiano Ronaldo ranked sixth in this year's Ballon d'Or rankings as Lionel Messi won his seventh crown, with the Portuguese's former Juventus boss Max Allegri pouring salt in his wounds",Max Allegri pours salt in the wounds for Cristiano Ronaldo with Ballon d'Or verdict,"Max Allegri pours salt in the wounds for Cristiano Ronaldo with Ballon d'Or verdict.Cristiano Ronaldo ranked sixth in this year's Ballon d'Or rankings as Lionel Messi won his seventh crown, with the Portuguese's former Juventus boss Max Allegri pouring salt in his wounds"
169,LIONEL MESSI’S week could be going from boom to doom after his £26m hotel was reportedly ordered to be demolished. Paris Saint-Germain’s Argentine legend was celebrating on Monday when he lifted,Lionel Messi ‘ordered to DEMOLISH his £26m Barcelona hotel as 77-bedroom building does not meet city standards’,Lionel Messi ‘ordered to DEMOLISH his £26m Barcelona hotel as 77-bedroom building does not meet city standards’.LIONEL MESSI’S week could be going from boom to doom after his £26m hotel was reportedly ordered to be demolished. Paris Saint-Germain’s Argentine legend was celebrating on Monday when he lifted
170,"Football fans assemble! As we are about to reveal the top 10 highest paid footballers in the world. Though the list may change every year, a few remain constant, like Lionel Messi and Cristiano Ronaldo.","From Lionel Messi To Neymar, Here Are The Top 10 Highest Paid Footballers In The World","From Lionel Messi To Neymar, Here Are The Top 10 Highest Paid Footballers In The World.Football fans assemble! As we are about to reveal the top 10 highest paid footballers in the world. Though the list may change every year, a few remain constant, like Lionel Messi and Cristiano Ronaldo."
171,"Lionel Messi is one of the FIFA 22 Ones to Watch cards that became eligible for an upgrade recently. Ones to Watch Player items follow the biggest transfer names in world football, with the cards featured eligible for some big rewards.",FIFA 22 Ones to Watch: Players React to Lionel Messi Upgrade,"FIFA 22 Ones to Watch: Players React to Lionel Messi Upgrade.Lionel Messi is one of the FIFA 22 Ones to Watch cards that became eligible for an upgrade recently. Ones to Watch Player items follow the biggest transfer names in world football, with the cards featured eligible for some big rewards."
172,"Junior Messias scored a brace on his first AC Milan start as the Rossoneri thrashed Andriy Shevchenko's Genoa 3-0 on Wednesday to close the gap to Serie A leaders Napoli to one point. Milan came into the game looking for an improvement after back-to-back league losses to Fiorentina and Sassuolo,",Serie A: Junior Messias strikes twice as AC Milan thump Andriy Shevchenko’s Genoa 3-0,"Serie A: Junior Messias strikes twice as AC Milan thump Andriy Shevchenko’s Genoa 3-0.Junior Messias scored a brace on his first AC Milan start as the Rossoneri thrashed Andriy Shevchenko's Genoa 3-0 on Wednesday to close the gap to Serie A leaders Napoli to one point. Milan came into the game looking for an improvement after back-to-back league losses to Fiorentina and Sassuolo,"
173,"Mohamed Salah came seventh in this year's Ballon d'Or, behind winner Lionel Messi, Robert Lewandowski, Jorginho, Karim Benzema, N'Golo Kane and Cristiano Ronaldo",Dejan Lovren's pointed message to Liverpool's Mohamed Salah over Ballon d'Or position,"Dejan Lovren's pointed message to Liverpool's Mohamed Salah over Ballon d'Or position.Mohamed Salah came seventh in this year's Ballon d'Or, behind winner Lionel Messi, Robert Lewandowski, Jorginho, Karim Benzema, N'Golo Kane and Cristiano Ronaldo"
174,Toni Kroos has questioned the decision to hand Lionel Messi his seventh Golden Ball and feels Karim Benzema was more deserving.,Kroos argues that Messi didn't deserve Ballon d'Or win and Ronaldo was better this year,Kroos argues that Messi didn't deserve Ballon d'Or win and Ronaldo was better this year.Toni Kroos has questioned the decision to hand Lionel Messi his seventh Golden Ball and feels Karim Benzema was more deserving.
175,"And it appears the situation stings, with Ronaldo 'liking' and commenting on a lengthy Instagram post from an account named 'cr7.the_legendary' that passionately argued his awards case over Messi's. The Instagram caption,",Cristiano Ronaldo's petty social media act after Lionel Messi claims seventh Ballon d'Or,"Cristiano Ronaldo's petty social media act after Lionel Messi claims seventh Ballon d'Or.And it appears the situation stings, with Ronaldo 'liking' and commenting on a lengthy Instagram post from an account named 'cr7.the_legendary' that passionately argued his awards case over Messi's. The Instagram caption,"
176,"And it appears the situation stings, with Ronaldo 'liking' and commenting on a lengthy Instagram post from an account named 'cr7.the_legendary' that passionately argued his awards case over Messi's. The Instagram caption,",Cristiano Ronaldo's petty social media act after Lionel Messi claims seventh Ballon d'Or,"Cristiano Ronaldo's petty social media act after Lionel Messi claims seventh Ballon d'Or.And it appears the situation stings, with Ronaldo 'liking' and commenting on a lengthy Instagram post from an account named 'cr7.the_legendary' that passionately argued his awards case over Messi's. The Instagram caption,"
177,Adidas have gone out all to honour Lionel Messi after his latest Ballon d’Or triumph. The Paris Saint-Germain was awarded the prestigious prize – given to the world’s best,Adidas honour Ballon d’Or winner Lionel Messi with 7 golden GOATS outside Paris landmark,Adidas honour Ballon d’Or winner Lionel Messi with 7 golden GOATS outside Paris landmark.Adidas have gone out all to honour Lionel Messi after his latest Ballon d’Or triumph. The Paris Saint-Germain was awarded the prestigious prize – given to the world’s best
178,"How petty can Cristiano Ronaldo be? After Argentina’s Lionel Messi was awarded the prestigious Ballon d’Or on Wednesday AEDT, Ronaldo has reportedly liked a social media post that argued Messi should not have won the accolade.",Cristiano Ronaldo’s petty act after Lionel Messi’s Ballon d’Or triumph,"Cristiano Ronaldo’s petty act after Lionel Messi’s Ballon d’Or triumph.How petty can Cristiano Ronaldo be? After Argentina’s Lionel Messi was awarded the prestigious Ballon d’Or on Wednesday AEDT, Ronaldo has reportedly liked a social media post that argued Messi should not have won the accolade."
179,"How petty can Cristiano Ronaldo be? After Argentina’s Lionel Messi was awarded the prestigious Ballon d’Or on Wednesday AEDT, Ronaldo has reportedly liked a social media post that argued Messi should not have won the accolade.",Cristiano Ronaldo’s petty act after Lionel Messi’s Ballon d’Or triumph,"Cristiano Ronaldo’s petty act after Lionel Messi’s Ballon d’Or triumph.How petty can Cristiano Ronaldo be? After Argentina’s Lionel Messi was awarded the prestigious Ballon d’Or on Wednesday AEDT, Ronaldo has reportedly liked a social media post that argued Messi should not have won the accolade."
180,Liverpool star Mohamed Salah was the fourth highest-placed Premier League player in the results for the award - won by Paris Saint-Germain star Lionel Messi - in Paris on Monday.,Liverpool star Mohamed Salah laughs after being asked about seventh-place finish in the Ballon d'Or,Liverpool star Mohamed Salah laughs after being asked about seventh-place finish in the Ballon d'Or.Liverpool star Mohamed Salah was the fourth highest-placed Premier League player in the results for the award - won by Paris Saint-Germain star Lionel Messi - in Paris on Monday.
181,AC Milan bounced back from two consecutive league defeats with an important 3-0 win away at Genoa this evening. Junior Messias was the big hero with a brace and you can take a look at the player ratings below.,Player Ratings: Genoa 0-3 AC Milan – Messias crucial again; Maignan shines,Player Ratings: Genoa 0-3 AC Milan – Messias crucial again; Maignan shines.AC Milan bounced back from two consecutive league defeats with an important 3-0 win away at Genoa this evening. Junior Messias was the big hero with a brace and you can take a look at the player ratings below.
182,Zlatan Ibrahimovic has questioned Lionel Messi's Ballon d'Or win in Paris on Sunday. The former Barcelona forward feels that Bayern Munich star Robert Lewandowski should have won the award instead.,Zlatan Ibrahimovic names the player who deserved Ballon d'Or instead of Lionel Messi,Zlatan Ibrahimovic names the player who deserved Ballon d'Or instead of Lionel Messi.Zlatan Ibrahimovic has questioned Lionel Messi's Ballon d'Or win in Paris on Sunday. The former Barcelona forward feels that Bayern Munich star Robert Lewandowski should have won the award instead.
183,Liverpool star Mohamed Salah was the fourth highest-placed Premier League player in the results for the award - won by Paris Saint-Germain star Lionel Messi - in Paris on Monday.,Mohamed Salah laughs after being asked about Ballon d'Or finish,Mohamed Salah laughs after being asked about Ballon d'Or finish.Liverpool star Mohamed Salah was the fourth highest-placed Premier League player in the results for the award - won by Paris Saint-Germain star Lionel Messi - in Paris on Monday.
184,"Former Manchester United striker Zlatan Ibrahimovic has a clear preference between Lionel Messi and Cristiano Ronaldo, but he believes neither is the greatest of all time",Zlatan Ibrahimovic on why neither Lionel Messi nor Cristiano Ronaldo is world's greatest,"Zlatan Ibrahimovic on why neither Lionel Messi nor Cristiano Ronaldo is world's greatest.Former Manchester United striker Zlatan Ibrahimovic has a clear preference between Lionel Messi and Cristiano Ronaldo, but he believes neither is the greatest of all time"
